algorithm,experiment,condition,trial,network_seed,parameter_source,noise_type,noise_rate_hz,teacher_weight,ciphertext_bytes,simulation_wall_s,decoder_tie_fraction,victor_purpura_mean,van_rossum_mean,bit_errors,ber,ciphertext_byte_accuracy,exact_ciphertext_recovery,decryption_success,exact_plaintext_recovery,plaintext_byte_accuracy,noise_seed
DES,teaching_weight_sweep,teacher_assisted_then_off,7,1039644520,ES+teacher training,poisson_excitatory,10.0,900.0,120,0.6071123948786408,0.075,91.48124999999996,7.2238610261232665,37,0.03854166666666667,0.725,False,False,False,,397249265
DES,teaching_weight_sweep,teacher_assisted_then_off,7,1039644520,ES+teacher training,poisson_excitatory,10.0,1200.0,120,0.615030380897224,0.07291666666666667,92.33687499999999,7.279731420187536,39,0.040625,0.7333333333333334,False,False,False,,397249265
DES,teaching_weight_sweep,teacher_assisted_then_off,8,759737046,ES+teacher training,poisson_excitatory,10.0,0.0,120,0.6176522539462894,0.026041666666666668,81.79437500000004,6.654195229597104,12,0.0125,0.9083333333333333,False,False,False,,1979115011
DES,teaching_weight_sweep,teacher_assisted_then_off,8,759737046,ES+teacher training,poisson_excitatory,10.0,300.0,120,0.6111821960657835,0.036458333333333336,84.41437500000006,6.81700876331416,24,0.025,0.8083333333333333,False,False,False,,1979115011
DES,teaching_weight_sweep,teacher_assisted_then_off,8,759737046,ES+teacher training,poisson_excitatory,10.0,600.0,120,0.6080093309283257,0.06354166666666666,88.17624999999998,7.0264368920119304,23,0.023958333333333335,0.8166666666666667,False,False,False,,1979115011
DES,teaching_weight_sweep,teacher_assisted_then_off,8,759737046,ES+teacher training,poisson_excitatory,10.0,900.0,120,0.6078453329391778,0.08645833333333333,91.28125,7.205067436946344,47,0.04895833333333333,0.6833333333333333,False,False,False,,1979115011
DES,teaching_weight_sweep,teacher_assisted_then_off,8,759737046,ES+teacher training,poisson_excitatory,10.0,1200.0,120,0.6067872939165682,0.08020833333333334,92.176875,7.271813258477127,46,0.04791666666666667,0.675,False,False,False,,1979115011
DES,teaching_weight_sweep,teacher_assisted_then_off,9,1515166308,ES+teacher training,poisson_excitatory,10.0,0.0,120,0.6096828049048781,0.026041666666666668,81.68937500000004,6.645926016792787,15,0.015625,0.8833333333333333,False,False,False,,1350399490
DES,teaching_weight_sweep,teacher_assisted_then_off,9,1515166308,ES+teacher training,poisson_excitatory,10.0,300.0,120,0.6117994068190455,0.03125,84.14125000000004,6.798701405738277,23,0.023958333333333335,0.825,False,False,False,,1350399490
DES,teaching_weight_sweep,teacher_assisted_then_off,9,1515166308,ES+teacher training,poisson_excitatory,10.0,600.0,120,0.6088934489525855,0.06041666666666667,88.02874999999997,7.021207034156973,22,0.022916666666666665,0.825,False,False,False,,1350399490
DES,teaching_weight_sweep,teacher_assisted_then_off,9,1515166308,ES+teacher training,poisson_excitatory,10.0,900.0,120,0.6077300370670855,0.07916666666666666,90.77874999999997,7.178451447275638,41,0.042708333333333334,0.7083333333333333,False,False,False,,1350399490
DES,teaching_weight_sweep,teacher_assisted_then_off,9,1515166308,ES+teacher training,poisson_excitatory,10.0,1200.0,120,0.6100060390308499,0.07291666666666667,91.53437499999998,7.2330492236163195,43,0.04479166666666667,0.7,False,False,False,,1350399490
